ID Persona,Cantidad Acumulada,Cantidad Diaria,ultimo_leido,Fecha
032,45,45,032001699,2024-02-08 19:21
009,61,61,009000040,2024-02-08 19:21
010,49,49,010000158,2024-02-08 19:21
007,35,35,007001295,2024-02-08 19:21
030,38,38,030000300,2024-02-08 19:21
028,68,68,028000819,2024-02-08 19:21
030,39,39,030000300,2024-02-08 19:21
016,33,33,016001213,2024-02-08 19:21
028,61,61,028000819,2024-02-08 19:21
016,29,29,016001213,2024-02-08 19:21
073,57,57,073000309,2024-02-08 19:21
073,52,52,073000309,2024-02-08 19:21
066,90,90,066000690,2024-02-08 19:21
066,70,70,066000690,2024-02-08 19:21
066,91,91,066000691,2024-02-08 19:21
066,71,71,066000691,2024-02-08 19:21
074,50,50,074000559,2024-02-08 19:21
059,79,79,059000290,2024-02-08 19:21
074,54,54,074000558,2024-02-08 19:21
074,55,55,074000557,2024-02-08 19:21
074,51,51,074000558,2024-02-08 19:21
074,52,52,074000557,2024-02-08 19:21
056,51,51,056000759,2024-02-08 19:21
056,52,52,056000753,2024-02-08 19:21
056,49,49,056000759,2024-02-08 19:21
064,58,58,064000684,2024-02-08 19:21
056,50,50,056000753,2024-02-08 19:21
064,43,43,064000684,2024-02-08 19:21
056,53,53,056000755,2024-02-08 19:21
064,44,44,064000679,2024-02-08 19:21
056,51,51,056000755,2024-02-08 19:21
074,56,56,074000560,2024-02-08 19:21
056,52,52,056000756,2024-02-08 19:21
064,59,59,064000680,2024-02-08 19:21
074,53,53,074000560,2024-02-08 19:21
057,83,83,057001692,2024-02-08 19:21
064,45,45,064000680,2024-02-08 19:21
057,84,84,057001722,2024-02-08 19:21
057,86,86,057001692,2024-02-08 19:21
057,87,87,057001722,2024-02-08 19:21
030,40,40,030000301,2024-02-08 19:21
028,62,62,028000812,2024-02-08 19:21
074,57,57,074000556,2024-02-08 19:21
074,54,54,074000556,2024-02-08 19:21
074,58,58,074000553,2024-02-08 19:21
074,55,55,074000552,2024-02-08 19:21
074,56,56,074000553,2024-02-08 19:21
078,55,55,078000194,2024-02-08 19:21
078,51,51,078000194,2024-02-08 19:21
032,37,37,032001696,2024-02-08 19:21
032,46,46,032001696,2024-02-08 19:21
004,53,53,004000184,2024-02-08 19:21
066,92,92,066000692,2024-02-08 19:21
066,72,72,066000692,2024-02-08 19:21
001,88,88,001001158,2024-02-08 19:21
001,84,84,001001158,2024-02-08 19:21
012,24,24,012001265,2024-02-08 19:22
071,34,34,071000250,2024-02-08 19:22
009,70,70,009000039,2024-02-08 19:22
012,23,23,012001265,2024-02-08 19:22
016,34,34,016001212,2024-02-08 19:22
009,62,62,009000039,2024-02-08 19:22
016,30,30,016001212,2024-02-08 19:22
012,25,25,012001259,2024-02-08 19:22
012,24,24,012001348,2024-02-08 19:22
012,25,25,012001259,2024-02-08 19:22
012,26,26,012001262,2024-02-08 19:22
079,36,36,079000248,2024-02-08 19:22
057,88,88,057001728,2024-02-08 19:22
079,32,32,079000248,2024-02-08 19:22
012,26,26,012001324,2024-02-08 19:22
059,80,80,059000284,2024-02-08 19:22
028,69,69,028000818,2024-02-08 19:22
028,63,63,028000818,2024-02-08 19:22
012,27,27,012001140,2024-02-08 19:22
012,27,27,012001140,2024-02-08 19:22
012,28,28,012001131,2024-02-08 19:22
012,28,28,012001062,2024-02-08 19:22
012,29,29,012001339,2024-02-08 19:22
012,29,29,012001062,2024-02-08 19:22
012,30,30,012001339,2024-02-08 19:22
064,60,60,064000683,2024-02-08 19:22
064,46,46,064000683,2024-02-08 19:22
056,54,54,056000752,2024-02-08 19:22
012,31,31,012001342,2024-02-08 19:22
056,53,53,056000752,2024-02-08 19:22
066,93,93,066000693,2024-02-08 19:22
012,30,30,012001054,2024-02-08 19:22
066,73,73,066000693,2024-02-08 19:22
001,89,89,001001166,2024-02-08 19:22
012,32,32,012001054,2024-02-08 19:22
001,85,85,001001166,2024-02-08 19:22
004,66,66,004000198,2024-02-08 19:22
004,54,54,004000198,2024-02-08 19:22
012,33,33,012001134,2024-02-08 19:22
012,34,34,012001060,2024-02-08 19:22
003,70,70,003000635,2024-02-08 19:22
078,52,52,078000193,2024-02-08 19:22
003,48,48,003000635,2024-02-08 19:22
012,35,35,012001143,2024-02-08 19:22
032,38,38,032001693,2024-02-08 19:22
032,47,47,032001693,2024-02-08 19:22
012,36,36,012001057,2024-02-08 19:22
028,70,70,028000817,2024-02-08 19:22
028,64,64,028000817,2024-02-08 19:22
012,37,37,012001108,2024-02-08 19:22
012,38,38,012001063,2024-02-08 19:22
009,71,71,009000037,2024-02-08 19:22
009,63,63,009000037,2024-02-08 19:22
057,89,89,057001734,2024-02-08 19:22
030,41,41,030000298,2024-02-08 19:23
012,31,31,012001093,2024-02-08 19:23
012,39,39,012001093,2024-02-08 19:23
069,45,45,069000232,2024-02-08 19:23
012,40,40,012001102,2024-02-08 19:23
012,41,41,012001090,2024-02-08 19:23
012,32,32,012001087,2024-02-08 19:23
001,86,86,001001159,2024-02-08 19:23
012,33,33,012001096,2024-02-08 19:23
012,42,42,012001087,2024-02-08 19:23
012,43,43,012001072,2024-02-08 19:23
012,34,34,012001081,2024-02-08 19:23
012,44,44,012001081,2024-02-08 19:23
032,39,39,032001690,2024-02-08 19:23
032,48,48,032001690,2024-02-08 19:23
081,17,17,081000162,2024-02-08 19:23
062,33,33,062000112,2024-02-08 19:23
071,36,36,071000251,2024-02-08 19:23
074,59,59,074000563,2024-02-08 19:23
004,67,67,004000186,2024-02-08 19:23
074,57,57,074000563,2024-02-08 19:23
004,55,55,004000186,2024-02-08 19:23
007,44,44,007001322,2024-02-08 19:23
066,94,94,066000694,2024-02-08 19:23
081,18,18,081000168,2024-02-08 19:23
081,25,25,081000174,2024-02-08 19:23
059,70,70,059000298,2024-02-08 19:23
075,9,9,075000102,2024-02-08 19:23
077,39,39,077000272,2024-02-08 19:23
077,37,37,077000272,2024-02-08 19:23
009,72,72,009000036,2024-02-08 19:23
009,64,64,009000036,2024-02-08 19:23
012,45,45,012001333,2024-02-08 19:23
012,35,35,012001291,2024-02-08 19:23
012,46,46,012001327,2024-02-08 19:23
012,47,47,012001291,2024-02-08 19:23
012,36,36,012001294,2024-02-08 19:23
003,71,71,003000634,2024-02-08 19:23
012,48,48,012001294,2024-02-08 19:23
078,56,56,078000198,2024-02-08 19:23
003,49,49,003000634,2024-02-08 19:23
078,57,57,078000190,2024-02-08 19:23
078,53,53,078000198,2024-02-08 19:23
078,54,54,078000190,2024-02-08 19:23
012,37,37,012001297,2024-02-08 19:23
078,58,58,078000188,2024-02-08 19:24
012,49,49,012001297,2024-02-08 19:23
078,55,55,078000188,2024-02-08 19:24
012,38,38,012001306,2024-02-08 19:24
059,71,71,059000280,2024-02-08 19:24
056,55,55,056000750,2024-02-08 19:24
056,54,54,056000750,2024-02-08 19:24
079,37,37,079000250,2024-02-08 19:24
012,50,50,012001300,2024-02-08 19:24
004,68,68,004000194,2024-02-08 19:24
004,56,56,004000194,2024-02-08 19:24
074,58,58,074000562,2024-02-08 19:24
066,74,74,066000695,2024-02-08 19:24
008,46,46,008001202,2024-02-08 19:24
008,50,50,008001202,2024-02-08 19:24
010,50,50,010000018,2024-02-08 19:24
059,72,72,059000277,2024-02-08 19:24
010,52,52,010000018,2024-02-08 19:24
032,40,40,032001694,2024-02-08 19:24
032,49,49,032001694,2024-02-08 19:24
064,47,47,064000682,2024-02-08 19:24
001,90,90,001001154,2024-02-08 19:24
031,54,54,031000793,2024-02-08 19:24
031,59,59,031000793,2024-02-08 19:24
030,39,39,030000297,2024-02-08 19:25
030,42,42,030000297,2024-02-08 19:25
078,59,59,078000197,2024-02-08 19:25
078,56,56,078000197,2024-02-08 19:25
057,90,90,057001746,2024-02-08 19:25
056,56,56,056000749,2024-02-08 19:25
056,55,55,056000749,2024-02-08 19:25
009,73,73,009000034,2024-02-08 19:25
009,65,65,009000034,2024-02-08 19:25
016,35,35,016000277,2024-02-08 19:25
057,85,85,057001749,2024-02-08 19:25
057,91,91,057001749,2024-02-08 19:25
001,91,91,001001155,2024-02-08 19:25
001,87,87,001001155,2024-02-08 19:25
003,72,72,003000638,2024-02-08 19:25
003,50,50,003000638,2024-02-08 19:25
066,95,95,066000696,2024-02-08 19:25
066,75,75,066000696,2024-02-08 19:25
032,41,41,032001691,2024-02-08 19:25
032,50,50,032001691,2024-02-08 19:25
031,55,55,031000834,2024-02-08 19:25
031,60,60,031000834,2024-02-08 19:25
059,81,81,059000292,2024-02-08 19:25
004,69,69,004000193,2024-02-08 19:25
004,57,57,004000193,2024-02-08 19:25
059,82,82,059000286,2024-02-08 19:26
056,57,57,056000747,2024-02-08 19:26
057,86,86,057001752,2024-02-08 19:26
056,56,56,056000747,2024-02-08 19:26
059,73,73,059000265,2024-02-08 19:26
057,92,92,057001752,2024-02-08 19:26
009,74,74,009000035,2024-02-08 19:26
059,83,83,059000265,2024-02-08 19:26
009,66,66,009000035,2024-02-08 19:26
008,47,47,008000088,2024-02-08 19:26
008,51,51,008000088,2024-02-08 19:26
030,40,40,030000304,2024-02-08 19:26
030,43,43,030000304,2024-02-08 19:26
059,74,74,059000293,2024-02-08 19:26
059,84,84,059000293,2024-02-08 19:26
057,93,93,057001755,2024-02-08 19:26
031,56,56,031000830,2024-02-08 19:26
031,61,61,031000830,2024-02-08 19:26
059,75,75,059000281,2024-02-08 19:26
078,60,60,078000196,2024-02-08 19:26
059,85,85,059000281,2024-02-08 19:26
078,57,57,078000196,2024-02-08 19:26
074,60,60,074000566,2024-02-08 19:26
074,59,59,074000566,2024-02-08 19:26
004,70,70,004000190,2024-02-08 19:26
059,76,76,059000289,2024-02-08 19:26
059,86,86,059000289,2024-02-08 19:26
079,33,33,079000254,2024-02-08 19:26
059,77,77,059000297,2024-02-08 19:26
059,87,87,059000294,2024-02-08 19:26
032,42,42,032001697,2024-02-08 19:27
032,51,51,032001697,2024-02-08 19:27
059,78,78,059000278,2024-02-08 19:27
059,88,88,059000278,2024-02-08 19:27
057,87,87,057001758,2024-02-08 19:27
003,51,51,003000639,2024-02-08 19:27
028,71,71,028000827,2024-02-08 19:27
028,65,65,028000827,2024-02-08 19:27
066,96,96,066000697,2024-02-08 19:27
066,76,76,066000697,2024-02-08 19:27
064,48,48,064000687,2024-02-08 19:27
016,36,36,016001244,2024-02-08 19:27
030,44,44,030000293,2024-02-08 19:27
031,57,57,031000833,2024-02-08 19:27
031,62,62,031000833,2024-02-08 19:27
057,94,94,057001761,2024-02-08 19:27
077,40,40,077000278,2024-02-08 19:27
077,38,38,077000278,2024-02-08 19:27
004,58,58,004000187,2024-02-08 19:27
008,52,52,008000072,2024-02-08 19:27
009,75,75,009000031,2024-02-08 19:28
009,67,67,009000031,2024-02-08 19:28
078,58,58,078000200,2024-02-08 19:28
074,61,61,074000565,2024-02-08 19:28
074,60,60,074000565,2024-02-08 19:28
032,43,43,032001700,2024-02-08 19:28
032,52,52,032001700,2024-02-08 19:28
030,41,41,030000294,2024-02-08 19:28
030,45,45,030000294,2024-02-08 19:28
028,72,72,028000821,2024-02-08 19:28
028,66,66,028000821,2024-02-08 19:28
069,44,44,069000242,2024-02-08 19:28
062,34,34,062000127,2024-02-08 19:28
059,79,79,059000283,2024-02-08 19:28
059,89,89,059000283,2024-02-08 19:28
079,38,38,079000249,2024-02-08 19:28
079,34,34,079000249,2024-02-08 19:28
031,63,63,031000836,2024-02-08 19:28
073,58,58,073000410,2024-02-08 19:28
073,59,59,073000392,2024-02-08 19:28
073,53,53,073000410,2024-02-08 19:28
073,54,54,073000392,2024-02-08 19:28
073,60,60,073000416,2024-02-08 19:28
073,55,55,073000416,2024-02-08 19:28
073,61,61,073000395,2024-02-08 19:28
073,56,56,073000413,2024-02-08 19:28
066,97,97,066000698,2024-02-08 19:28
073,57,57,073000395,2024-02-08 19:28
073,62,62,073000398,2024-02-08 19:28
066,77,77,066000698,2024-02-08 19:28
064,61,61,064000686,2024-02-08 19:28
073,58,58,073000398,2024-02-08 19:28
064,49,49,064000686,2024-02-08 19:28
009,68,68,009000032,2024-02-08 19:28
008,48,48,008000069,2024-02-08 19:28
003,73,73,003000631,2024-02-08 19:28
056,58,58,056000746,2024-02-08 19:28
003,52,52,003000631,2024-02-08 19:28
004,71,71,004000191,2024-02-08 19:28
004,59,59,004000191,2024-02-08 19:28
028,73,73,028000820,2024-02-08 19:29
028,67,67,028000820,2024-02-08 19:29
016,37,37,016001253,2024-02-08 19:29
016,31,31,016001253,2024-02-08 19:29
074,61,61,074000564,2024-02-08 19:29
032,53,53,032001703,2024-02-08 19:29
057,88,88,057001764,2024-02-08 19:29
016,38,38,016001248,2024-02-08 19:29
077,39,39,077000279,2024-02-08 19:29
016,32,32,016001248,2024-02-08 19:29
059,80,80,059000295,2024-02-08 19:29
009,69,69,009000033,2024-02-08 19:29
066,98,98,066000699,2024-02-08 19:29
031,58,58,031000827,2024-02-08 19:29
066,78,78,066000699,2024-02-08 19:29
031,64,64,031000827,2024-02-08 19:29
057,89,89,057001767,2024-02-08 19:29
057,95,95,057001767,2024-02-08 19:29
032,44,44,032001695,2024-02-08 19:29
016,39,39,016001249,2024-02-08 19:29
016,33,33,016001249,2024-02-08 19:29
064,62,62,064000685,2024-02-08 19:29
064,50,50,064000685,2024-02-08 19:29
008,53,53,008000066,2024-02-08 19:30
010,51,51,010000156,2024-02-08 19:30
010,53,53,010000156,2024-02-08 19:30
028,74,74,028000823,2024-02-08 19:30
057,96,96,057001770,2024-02-08 19:30
028,68,68,028000823,2024-02-08 19:30
004,72,72,004000188,2024-02-08 19:30
009,70,70,009000028,2024-02-08 19:30
003,74,74,003000632,2024-02-08 19:30
003,53,53,003000632,2024-02-08 19:30
056,57,57,056000744,2024-02-08 19:30
069,46,46,069000246,2024-02-08 19:30
057,90,90,057001774,2024-02-08 19:30
066,79,79,066000700,2024-02-08 19:30
057,97,97,057001774,2024-02-08 19:30
032,45,45,032001720,2024-02-08 19:30
078,61,61,078000201,2024-02-08 19:30
078,59,59,078000201,2024-02-08 19:30
008,54,54,008001192,2024-02-08 19:30
077,41,41,077000183,2024-02-08 19:30
010,54,54,010000152,2024-02-08 19:30
077,40,40,077000183,2024-02-08 19:30
500,8,8,500800029,2024-02-08 19:31
500,4,4,500800029,2024-02-08 19:31
074,62,62,074000569,2024-02-08 19:31
074,62,62,074000569,2024-02-08 19:31
030,42,42,030000287,2024-02-08 19:31
004,73,73,004000195,2024-02-08 19:31
004,60,60,004000195,2024-02-08 19:31
062,35,35,062000136,2024-02-08 19:31
016,40,40,016001251,2024-02-08 19:31
016,34,34,016001251,2024-02-08 19:31
500,9,9,500800025,2024-02-08 19:31
500,5,5,500800025,2024-02-08 19:31
064,63,63,064000690,2024-02-08 19:31
009,76,76,009000029,2024-02-08 19:31
064,51,51,064000690,2024-02-08 19:31
009,71,71,009000029,2024-02-08 19:31
074,63,63,074000568,2024-02-08 19:31
016,35,35,016001252,2024-02-08 19:31
008,49,49,008000058,2024-02-08 19:31
008,55,55,008000058,2024-02-08 19:31
007,36,36,007001288,2024-02-08 19:31
016,36,36,016000222,2024-02-08 19:31
057,98,98,057001768,2024-02-08 19:31
066,99,99,066000701,2024-02-08 19:32
066,80,80,066000701,2024-02-08 19:31
012,39,39,012001304,2024-02-08 19:32
012,51,51,012001304,2024-02-08 19:32
012,52,52,012001301,2024-02-08 19:32
012,40,40,012001274,2024-02-08 19:32
012,53,53,012001274,2024-02-08 19:32
012,41,41,012001289,2024-02-08 19:32
012,42,42,012001292,2024-02-08 19:32
012,54,54,012001289,2024-02-08 19:32
012,43,43,012001295,2024-02-08 19:32
012,55,55,012001292,2024-02-08 19:32
012,56,56,012001295,2024-02-08 19:32
056,59,59,056000742,2024-02-08 19:32
500,10,10,500800030,2024-02-08 19:32
500,6,6,500800030,2024-02-08 19:32
078,62,62,078000199,2024-02-08 19:32
003,75,75,003000628,2024-02-08 19:32
078,60,60,078000199,2024-02-08 19:32
003,54,54,003000628,2024-02-08 19:32
010,52,52,010000153,2024-02-08 19:32
071,37,37,071000245,2024-02-08 19:32
009,77,77,009000030,2024-02-08 19:32
009,72,72,009000030,2024-02-08 19:32
031,59,59,031000837,2024-02-08 19:32
031,65,65,031000837,2024-02-08 19:32
057,91,91,057001765,2024-02-08 19:32
057,99,99,057001765,2024-02-08 19:32
016,41,41,016001247,2024-02-08 19:32
016,37,37,016001247,2024-02-08 19:32
008,56,56,008001193,2024-02-08 19:32
032,46,46,032001698,2024-02-08 19:32
032,54,54,032001698,2024-02-08 19:32
016,42,42,016000228,2024-02-08 19:32
007,37,37,007001285,2024-02-08 19:32
007,45,45,007001285,2024-02-08 19:32
074,63,63,074000567,2024-02-08 19:32
074,64,64,074000567,2024-02-08 19:32
500,11,11,500800031,2024-02-08 19:32
056,60,60,056000741,2024-02-08 19:32
500,7,7,500800031,2024-02-08 19:32
004,74,74,004000192,2024-02-08 19:32
004,61,61,004000192,2024-02-08 19:32
016,43,43,016001255,2024-02-08 19:32
010,53,53,010000151,2024-02-08 19:33
031,60,60,031000835,2024-02-08 19:33
031,66,66,031000835,2024-02-08 19:33
008,57,57,008000061,2024-02-08 19:33
016,44,44,016001256,2024-02-08 19:33
009,78,78,009000027,2024-02-08 19:33
016,38,38,016001256,2024-02-08 19:33
009,73,73,009000027,2024-02-08 19:33
500,12,12,500800032,2024-02-08 19:33
057,100,100,057001762,2024-02-08 19:33
500,8,8,500800032,2024-02-08 19:33
066,100,100,066000702,2024-02-08 19:33
078,63,63,078000204,2024-02-08 19:33
066,81,81,066000702,2024-02-08 19:33
062,36,36,062000003,2024-02-08 19:33
010,54,54,010000148,2024-02-08 19:33
074,64,64,074000570,2024-02-08 19:33
003,76,76,003000629,2024-02-08 19:33
030,43,43,030000295,2024-02-08 19:33
003,55,55,003000629,2024-02-08 19:33
004,75,75,004000189,2024-02-08 19:33
004,62,62,004000189,2024-02-08 19:33
028,75,75,028000826,2024-02-08 19:34
028,69,69,028000826,2024-02-08 19:34
056,61,61,056000740,2024-02-08 19:34
500,13,13,500800026,2024-02-08 19:34
500,9,9,500800026,2024-02-08 19:34
066,82,82,066000703,2024-02-08 19:34
031,61,61,031000838,2024-02-08 19:34
031,67,67,031000838,2024-02-08 19:34
057,92,92,057001756,2024-02-08 19:34
057,101,101,057001756,2024-02-08 19:34
081,19,19,081000048,2024-02-08 19:34
016,39,39,016000230,2024-02-08 19:34
012,44,44,012001313,2024-02-08 19:34
012,45,45,012001307,2024-02-08 19:34
012,57,57,012001313,2024-02-08 19:34
012,58,58,012001307,2024-02-08 19:34
069,47,47,069000251,2024-02-08 19:34
079,39,39,079000275,2024-02-08 19:34
074,65,65,074000571,2024-02-08 19:34
079,35,35,079000275,2024-02-08 19:34
074,65,65,074000571,2024-02-08 19:34
003,77,77,003000625,2024-02-08 19:34
030,46,46,030000288,2024-02-08 19:34
003,56,56,003000625,2024-02-08 19:34
078,64,64,078000203,2024-02-08 19:34
078,61,61,078000203,2024-02-08 19:34
066,101,101,066000705,2024-02-08 19:35
066,83,83,066000705,2024-02-08 19:35
009,79,79,009000026,2024-02-08 19:35
080,11,11,080000236,2024-02-08 19:35
057,102,102,057001753,2024-02-08 19:35
080,12,12,080000245,2024-02-08 19:35
071,38,38,071000241,2024-02-08 19:35
080,14,14,080000206,2024-02-08 19:35
004,76,76,004000140,2024-02-08 19:35
080,13,13,080000212,2024-02-08 19:35
004,63,63,004000140,2024-02-08 19:35
031,62,62,031000878,2024-02-08 19:35
031,68,68,031000878,2024-02-08 19:35
069,48,48,069000249,2024-02-08 19:35
062,40,40,062000009,2024-02-08 19:35
069,45,45,069000249,2024-02-08 19:35
062,37,37,062000009,2024-02-08 19:35
016,45,45,016001254,2024-02-08 19:35
016,40,40,016001254,2024-02-08 19:35
500,14,14,500800027,2024-02-08 19:35
016,46,46,016001220,2024-02-08 19:35
500,10,10,500800027,2024-02-08 19:35
010,55,55,010000149,2024-02-08 19:35
016,41,41,016001220,2024-02-08 19:35
057,93,93,057001750,2024-02-08 19:35
010,55,55,010000149,2024-02-08 19:35
056,62,62,056000738,2024-02-08 19:35
057,103,103,057001750,2024-02-08 19:35
056,58,58,056000738,2024-02-08 19:35
077,42,42,077000181,2024-02-08 19:35
077,41,41,077000181,2024-02-08 19:35
075,7,7,075000131,2024-02-08 19:37
500,15,15,500800033,2024-02-08 19:38
500,16,16,500800028,2024-02-08 19:38
500,11,11,500800033,2024-02-08 19:38
500,17,17,500800021,2024-02-08 19:38
500,12,12,500800028,2024-02-08 19:38
500,13,13,500800021,2024-02-08 19:38
500,18,18,500800034,2024-02-08 19:38
500,14,14,500800034,2024-02-08 19:38
009,80,80,009000022,2024-02-08 19:39
009,74,74,009000022,2024-02-08 19:39
078,65,65,078000213,2024-02-08 19:39
078,66,66,078000176,2024-02-08 19:39
078,62,62,078000213,2024-02-08 19:39
073,63,63,073000399,2024-02-08 19:39
078,63,63,078000176,2024-02-08 19:39
073,64,64,073000402,2024-02-08 19:39
073,65,65,073000405,2024-02-08 19:39
073,59,59,073000402,2024-02-08 19:39
079,40,40,079000278,2024-02-08 19:39
073,60,60,073000405,2024-02-08 19:39
028,76,76,028000835,2024-02-08 19:39
057,94,94,057001747,2024-02-08 19:39
028,70,70,028000835,2024-02-08 19:39
057,104,104,057001747,2024-02-08 19:39
016,47,47,016001219,2024-02-08 19:39
056,59,59,056000737,2024-02-08 19:39
056,63,63,056000734,2024-02-08 19:39
056,60,60,056000735,2024-02-08 19:39
056,64,64,056000736,2024-02-08 19:39
056,61,61,056000734,2024-02-08 19:39
057,95,95,057001735,2024-02-08 19:39
073,61,61,073000414,2024-02-08 19:39
057,105,105,057001735,2024-02-08 19:39
057,96,96,057001744,2024-02-08 19:39
057,106,106,057001744,2024-02-08 19:39
057,97,97,057001732,2024-02-08 19:39
030,44,44,030000292,2024-02-08 19:39
057,107,107,057001732,2024-02-08 19:39
030,47,47,030000292,2024-02-08 19:39
057,98,98,057001741,2024-02-08 19:39
057,99,99,057001738,2024-02-08 19:39
057,108,108,057001741,2024-02-08 19:39
057,109,109,057001738,2024-02-08 19:39
078,67,67,078000175,2024-02-08 19:39
078,64,64,078000175,2024-02-08 19:39
069,46,46,069000248,2024-02-08 19:39
004,77,77,004000176,2024-02-08 19:39
004,64,64,004000176,2024-02-08 19:39
016,48,48,016001218,2024-02-08 19:39
016,42,42,016000242,2024-02-08 19:39
500,19,19,500800035,2024-02-08 19:39
016,43,43,016001218,2024-02-08 19:39
077,43,43,077000176,2024-02-08 19:39
500,15,15,500800035,2024-02-08 19:39
077,42,42,077000176,2024-02-08 19:39
073,66,66,073000411,2024-02-08 19:39
057,110,110,057001729,2024-02-08 19:39
016,49,49,016000261,2024-02-08 19:39
016,50,50,016001227,2024-02-08 19:39
016,44,44,016001227,2024-02-08 19:39
016,51,51,016001222,2024-02-08 19:39
016,45,45,016001221,2024-02-08 19:39
016,52,52,016001217,2024-02-08 19:39
016,46,46,016001222,2024-02-08 19:39
016,47,47,016001217,2024-02-08 19:39
016,48,48,016001216,2024-02-08 19:39
028,77,77,028000829,2024-02-08 19:39
028,71,71,028000829,2024-02-08 19:39
016,53,53,016001224,2024-02-08 19:39
064,64,64,064000693,2024-02-08 19:39
064,52,52,064000693,2024-02-08 19:39
010,56,56,010000147,2024-02-08 19:39
010,56,56,010000147,2024-02-08 19:39
010,57,57,010000146,2024-02-08 19:40
069,47,47,069000252,2024-02-08 19:40
069,49,49,069000250,2024-02-08 19:40
057,100,100,057001726,2024-02-08 19:40
057,111,111,057001726,2024-02-08 19:40
077,44,44,077000165,2024-02-08 19:40
009,81,81,009000023,2024-02-08 19:40
077,43,43,077000165,2024-02-08 19:40
009,75,75,009000023,2024-02-08 19:40
028,72,72,028000831,2024-02-08 19:40
028,73,73,028000840,2024-02-08 19:40
056,65,65,056000733,2024-02-08 19:40
030,45,45,030000289,2024-02-08 19:40
030,46,46,030000282,2024-02-08 19:40
030,48,48,030000289,2024-02-08 19:40
030,49,49,030000282,2024-02-08 19:40
032,47,47,032001729,2024-02-08 19:40
032,55,55,032001729,2024-02-08 19:40
031,63,63,031000871,2024-02-08 19:40
031,69,69,031000871,2024-02-08 19:40
030,50,50,030000280,2024-02-08 19:40
031,64,64,031000876,2024-02-08 19:40
031,70,70,031000876,2024-02-08 19:40
004,78,78,004000177,2024-02-08 19:40
004,65,65,004000177,2024-02-08 19:40
066,102,102,066000704,2024-02-08 19:40
031,71,71,031000852,2024-02-08 19:40
009,82,82,009000024,2024-02-08 19:40
066,84,84,066000704,2024-02-08 19:40
066,103,103,066000706,2024-02-08 19:40
009,76,76,009000024,2024-02-08 19:40
066,104,104,066000707,2024-02-08 19:40
066,85,85,066000706,2024-02-08 19:40
066,105,105,066000708,2024-02-08 19:40
066,86,86,066000707,2024-02-08 19:40
078,68,68,078000180,2024-02-08 19:40
066,87,87,066000708,2024-02-08 19:40
078,65,65,078000180,2024-02-08 19:40
007,46,46,007001296,2024-02-08 19:40
007,38,38,007001294,2024-02-08 19:40
064,53,53,064000692,2024-02-08 19:40
008,50,50,008000055,2024-02-08 19:40
062,41,41,062000018,2024-02-08 19:40
008,58,58,008000055,2024-02-08 19:40
062,38,38,062000018,2024-02-08 19:40
008,51,51,008000052,2024-02-08 19:40
031,65,65,031000848,2024-02-08 19:40
008,59,59,008000052,2024-02-08 19:40
031,72,72,031000848,2024-02-08 19:41
004,79,79,004000175,2024-02-08 19:41
004,66,66,004000175,2024-02-08 19:41
057,101,101,057001723,2024-02-08 19:41
004,67,67,004000139,2024-02-08 19:41
003,78,78,003000623,2024-02-08 19:41
057,112,112,057001723,2024-02-08 19:41
003,79,79,003000626,2024-02-08 19:41
003,57,57,003000623,2024-02-08 19:41
077,45,45,077000162,2024-02-08 19:41
003,58,58,003000626,2024-02-08 19:41
056,66,66,056000731,2024-02-08 19:41
077,44,44,077000162,2024-02-08 19:41
056,62,62,056000731,2024-02-08 19:41
010,58,58,010000143,2024-02-08 19:41
009,83,83,009000019,2024-02-08 19:41
009,84,84,009000020,2024-02-08 19:41
009,77,77,009000019,2024-02-08 19:41
009,85,85,009000016,2024-02-08 19:41
009,78,78,009000020,2024-02-08 19:41
009,79,79,009000016,2024-02-08 19:41
500,20,20,500800036,2024-02-08 19:41
062,42,42,062000024,2024-02-08 19:41
500,16,16,500800036,2024-02-08 19:41
062,39,39,062000024,2024-02-08 19:41
062,43,43,062000012,2024-02-08 19:41
007,39,39,007001297,2024-02-08 19:41
062,40,40,062000012,2024-02-08 19:41
066,106,106,066000709,2024-02-08 19:41
066,88,88,066000709,2024-02-08 19:41
016,49,49,016001230,2024-02-08 19:41
057,102,102,057001720,2024-02-08 19:41
008,52,52,008000063,2024-02-08 19:41
057,113,113,057001720,2024-02-08 19:41
008,60,60,008000063,2024-02-08 19:41
028,74,74,028000837,2024-02-08 19:41
071,35,35,071000239,2024-02-08 19:41
009,86,86,009000021,2024-02-08 19:41
077,45,45,077000159,2024-02-08 19:41
009,80,80,009000021,2024-02-08 19:41
500,21,21,500800037,2024-02-08 19:41
056,63,63,056000730,2024-02-08 19:41
078,69,69,078000179,2024-02-08 19:41
500,17,17,500800037,2024-02-08 19:41
078,66,66,078000179,2024-02-08 19:41
016,54,54,016001226,2024-02-08 19:41
016,50,50,016001226,2024-02-08 19:41
010,57,57,010000142,2024-02-08 19:42
010,59,59,010000142,2024-02-08 19:42
004,80,80,004000143,2024-02-08 19:42
004,68,68,004000143,2024-02-08 19:42
057,103,103,057001717,2024-02-08 19:42
064,54,54,064000694,2024-02-08 19:42
057,114,114,057001717,2024-02-08 19:42
066,107,107,066000710,2024-02-08 19:42
031,73,73,031000841,2024-02-08 19:42
066,89,89,066000710,2024-02-08 19:42
